id	NA18855_Strain	NA19160_Strain	NA18856_Strain
ENSG00000130770	6.53817726459749	5.95648175264902	6.28087637849793
ENSG00000130766	5.60949628135994	5.6669515954506	6.42351889092098
ENSG00000130772	3.8402151552269	3.92370108897563	3.86179398589447
ENSG00000204138	5.18097061229387	5.13647859062365	4.86324614681238
ENSG00000180198	4.95125341428663	4.33032043282571	5.12102146453431
ENSG00000242125	3.77033519962458	2.71400646230593	3.64814984392474
ENSG00000180098	3.02113127085742	3.3775163786648	3.45570444995645
ENSG00000197989	2.30614888901584	2.19139429147411	3.38439846991014
ENSG00000120656	5.02689447557195	4.9130550720357	4.73980329602444
ENSG00000162419	3.97571562253987	3.87462714654287	4.36080919449336
ENSG00000198492	5.49113645589918	5.46231494994426	5.74731258534465
ENSG00000159023	5.10816693812363	5.25906464521669	4.71861886408059
ENSG00000253304	2.16429022162321	2.27071770977109	3.14488673232199
ENSG00000116350	5.44363205117371	5.42104982250161	5.70338026788105
ENSG00000116353	3.36314628933806	3.70447997102503	3.48975499268627
ENSG00000060656	6.27025119181938	5.75415611802917	6.43869105673675
ENSG00000162512	5.95932406987825	6.38816895956937	6.7437820994094
ENSG00000134644	6.60859884613508	6.62471090516498	6.51648763092258
ENSG00000060688	4.54989047321322	4.27333029228331	4.04341310255742
ENSG00000121766	5.1450780160779	4.89143317356917	5.22937083886298
ENSG00000121769	1.24176258074463	3.83692356711239	3.44710317629817
ENSG00000168528	4.90786354635197	4.96477843306559	6.07207657999926
ENSG00000142910	1.85627303267455	2.32165586282867	1.95228470908749
ENSG00000162517	5.8949241007304	5.95387870364161	5.58095108266243
ENSG00000084636	5.05165684379879	8.02012564570349	4.70455254370817
ENSG00000121753	5.23811403227133	4.40775641134756	4.49351685772523
ENSG00000134668	3.90017933778935	1.76880468534542	6.07291995820555
ENSG00000184007	7.27110181586416	7.32603661486414	7.8465035555436
ENSG00000121774	6.53654803925355	6.3349498974005	6.43818877490756
ENSG00000121775	2.86979279975376	2.78303818794571	2.67092518522853
ENSG00000025800	6.46858492688731	6.38969233331238	6.39524188237264
ENSG00000084652	7.24132303706254	6.91335014549724	6.77755609446476
ENSG00000160050	3.30059476494346	2.62665989923091	2.41114725458024
ENSG00000160055	3.49889449251595	3.18385995059885	3.29504204715075
ENSG00000084623	6.94053375102376	7.08754472092666	6.99031871071726
ENSG00000220785	3.513035577025	2.77872371554725	1.81099849773418
ENSG00000116478	5.07767306272305	5.08527219335478	5.25803373209738
ENSG00000175130	6.76825729709937	6.2166353756151	6.45218118696455
ENSG00000160058	7.14735658378526	6.99373129981555	6.95322271801655
ENSG00000160062	2.8894194294463	3.20428754789494	2.91087066820958
ENSG00000176261	3.95942086657776	4.03594308186506	4.45933916937525
ENSG00000162521	6.05152159446566	6.15986859605525	5.87164672867185
ENSG00000162520	4.99386830688997	5.34671337390611	4.04158361724476
ENSG00000162522	5.87984964806713	5.61095156749755	5.87532239722614
ENSG00000134684	7.18278966721484	7.30380417725052	6.93688162624125
ENSG00000116497	5.13435629504719	5.46178880315653	5.20578720488044
ENSG00000160097	3.1015696477584	2.62355018817246	-1.33800618512636
ENSG00000116514	3.64814620828273	3.69403381844408	4.42738101323323
ENSG00000004455	5.57982242674223	5.63811633403954	5.37663134241626
ENSG00000142920	2.60157843011148	1.38991671614053	1.59885999574695
ENSG00000116525	3.53571715312057	2.8967729499575	2.86165570347573
ENSG00000160094	4.69547346677926	4.61803515013234	3.68067580042678
ENSG00000134686	6.24167032662189	6.37694548446084	6.82215341063839
ENSG00000121903	2.45919394370977	2.3991327022071	2.49772194880335
ENSG00000121904	5.78950889319774	4.94344585441796	5.3152329355234
ENSG00000163866	5.09072192882473	5.0308046910488	5.09725640495453
ENSG00000163867	3.49565462258262	3.00218011777562	3.41885502094775
ENSG00000197056	3.50363317763982	3.14417329937738	3.21717258602045
ENSG00000116560	7.12271904279194	6.86738651793529	7.03826774407835
ENSG00000146463	5.40163070746179	5.49828160862013	5.37245471447981
ENSG00000142687	6.46315584446973	6.30924062107656	5.48106809365151
ENSG00000020129	5.96244928630911	5.84303565766642	5.86034227283942
ENSG00000126067	6.0911021265312	6.3178644926259	6.51631631101354
ENSG00000142686	5.00292106679086	5.13301935700535	4.69944654719396
ENSG00000134698	3.53072395284355	3.66428776491644	3.92799222419358
ENSG00000092847	5.50580794383969	5.3559587115525	4.9508007902381
ENSG00000126070	5.27525448000121	5.28867547342362	4.84189708924801
ENSG00000116863	5.39957506976789	5.06858244525862	5.55096028357183
ENSG00000171812	7.83371722159279	7.73684405920482	6.44917615203242
ENSG00000054116	6.36268748438011	6.40537168229002	6.47489543871798
ENSG00000116871	7.42943410268396	7.0995717992029	8.00213144105568
ENSG00000054118	6.86604971702354	6.93045887500485	6.67949909744041
ENSG00000142694	4.31476658549867	4.47853896962199	5.53443207649189
ENSG00000196182	4.55308526901327	4.70342682875521	4.97806853928624
ENSG00000181817	4.87070165571438	4.98267032131405	5.28480545628184
ENSG00000116898	5.29495933866947	5.87756964369993	5.70924443779128
ENSG00000163874	2.8280605538981	2.93107330733649	3.93781731618009
ENSG00000163875	4.58878636008026	4.9765223537331	5.28413631839395
ENSG00000163877	3.79141140759634	4.02367017115123	4.15506021583801
ENSG00000134697	5.89616096994504	5.24496426772959	5.83026900543564
ENSG00000116922	4.42858225406295	4.25364831693586	4.37805443674257
ENSG00000196449	3.95151555344776	3.78444332561069	4.83837551732545
ENSG00000197982	6.70891077325017	6.25798908732917	6.30928418128148
ENSG00000188786	4.81586096606419	4.67027793852032	5.06238242646192
ENSG00000204084	3.35887746832441	3.6500813385094	2.78984099561108
ENSG00000183431	5.92618662829589	5.71520172101097	5.76521073704878
ENSG00000183386	5.13800353720661	4.77953226636683	5.6270085641982
ENSG00000183520	4.84534067217342	4.93043081625649	5.30954918757909
ENSG00000116954	5.02362822523997	5.85082397448393	5.39029661849897
ENSG00000214114	2.70039129809582	1.96034745741298	2.83413914910738
ENSG00000174574	6.69890819101655	6.88134150802646	6.96349028157455
ENSG00000168653	6.83577310386492	6.99878689417494	6.69356404343396
ENSG00000127603	9.00642836101297	8.70156743839746	9.42934295635767
ENSG00000090621	7.22914087871183	7.14281869071437	6.83176446719189
ENSG00000163909	3.26005739281259	5.58656020088786	3.8709998177744
ENSG00000084072	5.36564315286175	5.03722077350666	5.04571160840351
ENSG00000043514	3.63755451461638	3.88806453328076	3.91495865390302
ENSG00000168389	3.12575273935283	3.65458083848268	2.8115446880496
ENSG00000131236	7.98040004845223	7.8321013367976	8.65849899774526
ENSG00000131238	5.76753738278215	5.96331738268785	5.46306102433835
ENSG00000117000	4.27384302064432	4.37506187695796	4.86034077925594
ENSG00000084073	6.24517115025154	6.15383566826005	6.68350758478213
ENSG00000084070	4.63796115238736	4.4719012248031	4.67385988709354
ENSG00000066136	4.32528603966028	4.49611471636196	4.47164732914276
ENSG00000171793	6.37766789525753	6.5870781414107	7.78486720755994
ENSG00000010803	4.50093745362171	5.68425200643848	3.99905460085954
ENSG00000127124	3.25086291950522	3.06614449984472	3.97128053738617
ENSG00000198815	5.36443894394026	5.70422506332229	5.59913138735485
ENSG00000127125	4.71126776789025	5.08465288297227	4.90253166501675
ENSG00000171960	3.38116627921423	3.34505848204475	3.10080445811092
ENSG00000065978	7.38487088911498	7.47795976045161	7.50463500801404
ENSG00000117385	9.06908817385347	8.44055875328201	8.56630079522646
ENSG00000164010	4.02895544832332	4.22492552867791	3.55577049477668
ENSG00000164011	3.40143770178846	2.8608979557442	2.58996461051613
ENSG00000117394	7.04777337055037	6.05966909926971	7.32805075601435
ENSG00000117395	5.64690084318257	5.34851250589867	5.79240919624569
ENSG00000066322	6.45846699892791	6.24565241430579	6.74138556203053
ENSG00000159479	5.38728046778305	5.62654841122682	5.50169951823203
ENSG00000198198	5.44207683573305	5.08639974284679	4.76801142078343
ENSG00000142949	7.64827900181989	7.13406534760864	7.96449680816278
ENSG00000066135	4.56550620367792	4.60593116506478	4.5195478154978
ENSG00000117408	5.90852771487806	5.62831657585958	5.82107606078748
ENSG00000132768	5.02467501873745	4.46865582350098	4.87463755024553
ENSG00000117410	7.2965249769229	7.43177764498775	7.85816882365117
ENSG00000117411	7.24746590984491	6.92501819779976	6.35829842492486
ENSG00000196517	5.14488653460083	4.85616803545401	5.70063566332296
ENSG00000178028	4.35006380080363	4.25940792253616	4.20476126402226
ENSG00000117419	5.79424631623776	5.62800415590172	5.48911885191589
ENSG00000187147	4.35893307420095	4.53410501618331	4.70825633504574
ENSG00000126106	2.31934421370133	3.14708004292029	2.43145374390349
ENSG00000142937	8.69165524056149	8.98536863416128	8.71880342886921
ENSG00000173846	5.25409970132486	4.98856044788714	6.43064384351633
ENSG00000222009	5.58949239759794	5.08247780486004	5.05200902458912
ENSG00000070785	4.34310163877008	4.13562726193232	4.48609955151857
ENSG00000126107	5.22448035231823	5.27946413182974	5.25054520619961
ENSG00000126088	6.28471407726256	6.30148534637233	5.96835728631102
ENSG00000070759	1.97034783562897	2.83557930333563	1.29948715464378
ENSG00000132763	2.47765380326252	2.93139525124831	2.36604335244296
ENSG00000117450	7.2494377194641	7.29162505887699	7.94546246096665
ENSG00000117448	6.54551587700535	6.65547571377395	6.27720803675943
ENSG00000132780	4.37359553519128	4.51937927610426	4.22204568455407
ENSG00000159592	6.11846789033772	6.14697628684918	6.22121875999369
ENSG00000159596	4.01653210568375	4.0511986815699	4.06342586302122
ENSG00000197429	4.42144966486238	4.18981114452938	3.8944675921499
ENSG00000086015	5.88123954021211	5.67631727513563	5.69156681215134
ENSG00000117461	4.77945276693814	5.21578070005595	3.57438147248788
ENSG00000085998	6.46416863442673	6.06218634310308	6.30515763123645
ENSG00000132128	7.22970002971893	6.62826731335028	6.82336425371865
ENSG00000173660	5.68972910587319	5.90931256588646	6.10259466122262
ENSG00000117481	4.47437208529867	4.72601657693921	4.47896707887409
ENSG00000079277	4.02917779741056	3.95101242524482	3.96511593978708
ENSG00000142961	4.14634505688886	3.67783675083012	3.82101821672474
ENSG00000123472	5.05256750746184	5.05300842245756	4.33505102033725
ENSG00000159658	6.51161076430835	6.60181974773906	6.3752069438373
ENSG00000123473	2.71511153840038	2.14191674446649	2.15172959930264
ENSG00000162368	7.74658035529848	7.68742540373704	7.54618700551506
ENSG00000269113	4.21063793202474	4.80371845031915	4.8510904178997
ENSG00000185104	4.17057286986238	4.10065984451156	4.30366383948401
ENSG00000123091	7.10676982642929	7.4201569439478	7.32598989094694
ENSG00000085832	4.85787981771377	5.14260130249917	4.76408317635336
ENSG00000117859	6.62756069574971	6.55969920348795	5.98343673620523
ENSG00000078618	7.09721511425042	7.25115016877995	7.28596972114841
ENSG00000169213	5.71210677776753	5.86118240017057	8.03842264942017
ENSG00000117862	6.26359031723162	6.4414318244528	6.30905862488398
ENSG00000198841	4.16872113688415	3.05582329219847	3.89033020926506
ENSG00000134717	5.18158612832753	5.384989928252	5.19118651745953
ENSG00000157077	4.79221419660038	4.64058515105819	5.1571693224314
ENSG00000154222	5.36457954133641	5.3858212339265	5.43256085411019
ENSG00000134748	4.30221275021013	4.46955219886572	4.53401055306461
ENSG00000134744	5.17140911028372	5.91494920444848	4.67940063781118
ENSG00000116157	3.92580984747515	5.06390658087268	4.75135441467149
ENSG00000162377	4.49867647335645	4.634106627347	4.57615240795714
ENSG00000162378	5.47094195804135	5.44646981001698	5.59016386375833
ENSG00000116171	6.30141710310465	6.35173469754586	6.17721523930435
ENSG00000174348	1.95789418794562	2.94601086564143	1.2363222329147
ENSG00000157184	3.31436649078687	2.64421244091479	2.58140607232581
ENSG00000162384	4.32928441471502	4.61031115105187	3.73469936471736
ENSG00000162385	3.3336629470632	3.58089432724845	3.85643516731367
ENSG00000157193	3.73366105623228	3.53001760368074	4.4592193311699
ENSG00000174332	2.24513714948566	3.13685154568254	-0.274046760151537
ENSG00000058804	4.50883139842936	4.51724040213959	4.49248097280837
ENSG00000058799	4.81769247291896	4.82952210882908	4.96649181413365
ENSG00000081870	4.04328549204455	3.96302279488225	3.91522629357085
ENSG00000116212	5.98827381265732	5.76588541596262	5.8379715137717
ENSG00000116209	10.0618041251613	9.50775045384459	9.00307463160124
ENSG00000116205	4.07240758469627	3.70320561693531	3.4826200760111
ENSG00000215883	1.26330074094227	2.68701719018644	1.03267715349595
ENSG00000116221	5.93540803425974	5.79932051188111	6.15053147607587
ENSG00000157216	5.59545572882969	5.20745642266797	5.24206590929212
ENSG00000162390	2.82772213838915	1.21392940569786	1.48551514440532
ENSG00000116133	8.83191213713523	9.4045830961447	7.89763404465952
ENSG00000169174	2.61548726227945	6.24031538283353	0.411663995949764
ENSG00000162402	5.10912264363101	5.5820957109824	5.43461320870361
ENSG00000162407	4.30679184010301	4.48524764997251	3.39274406724664
ENSG00000162600	2.79969140583401	2.88399803288899	1.6030160609969
ENSG00000162601	4.78561176220046	4.62136144594636	4.96568395944654
ENSG00000177606	6.90966345200704	6.34323224740413	7.94222404895781
ENSG00000172456	2.76031237761079	2.23217445335659	2.07168634946139
ENSG00000162599	1.62295484826269	3.2865721269899	2.00269485959083
