id	NA18855_Strain	NA19160_Strain	NA18856_Strain
ENSG00000075914	4.45100330503097	4.63040603103765	4.18535176225749
ENSG00000011376	4.50900580142313	4.41651010684457	4.39831570553218
ENSG00000144791	2.51337277179864	1.67621603056103	3.7033133746887
ENSG00000211456	5.94661043456236	5.87637878195013	6.02977678575448
ENSG00000163818	5.55859684950072	5.89415754614644	5.23704577803331
ENSG00000163820	4.75068324257757	5.7452566040528	4.83692380915674
ENSG00000160799	3.54726886168376	3.65803482361009	3.85589580759228
ENSG00000160796	2.29740871538047	2.78121048522813	2.35852610499763
ENSG00000181555	6.1522139560732	6.27791907282457	6.24189972515427
ENSG00000114648	4.85373210233711	4.50352150682394	5.03703464248514
ENSG00000076201	5.96669867075225	5.92888251932709	5.76012568509492
ENSG00000114650	5.851783076834	5.87129031175962	4.76909787388249
ENSG00000163832	4.66080638049365	4.58341129203181	4.35411626495163
ENSG00000173473	6.99248967560675	6.62985847994523	6.48909813618365
ENSG00000132153	6.04255541721569	5.91273925278988	5.95865790359901
ENSG00000047849	8.33452706067682	8.35266495867422	8.69223071984315
ENSG00000164048	2.67542566070128	2.51903730138594	2.52982913075077
ENSG00000172113	4.52798513114133	4.68753744772784	4.67943311019691
ENSG00000164050	5.83859070410472	5.72090868556462	5.67401724757812
ENSG00000164051	4.24603705140684	4.36096289189776	4.34030609186347
ENSG00000164053	2.90729787058958	2.19388515915559	2.72552926706012
ENSG00000164054	6.73575271627952	6.34353273221828	6.96837290088555
ENSG00000114268	2.66771103909808	3.17616231883052	3.41938550123268
ENSG00000114270	2.92979903837591	3.42471152173221	3.09006324099155
ENSG00000010256	6.37598896260809	6.53478115774621	6.91350025702602
ENSG00000225697	3.93130916243608	4.35213313819677	4.02826440042963
ENSG00000008300	4.62001650306024	4.07186297231924	3.79406577378725
ENSG00000213672	4.80771680259206	4.99799489800769	4.48485123171655
ENSG00000068745	6.33858364549284	6.45493042015358	6.28207939209381
ENSG00000114302	6.67653067957578	6.50558327728959	6.53945698953704
ENSG00000178537	5.41637934588579	5.14388732975351	4.86345896639942
ENSG00000177479	5.88414229610045	5.88058747323914	5.86302447891861
ENSG00000178467	4.38759087782196	3.91389641935305	4.15920131709821
ENSG00000178252	6.8184620487958	6.90637790768055	6.11242196543648
ENSG00000178149	4.26469324601189	4.09403829999799	4.1380730368483
ENSG00000178057	5.5567170548477	5.61547531834522	4.69274562434813
ENSG00000178035	6.67227343823398	6.20956159424242	5.85265455269562
ENSG00000198218	6.28010267231071	6.14404406899432	6.22028260482062
ENSG00000172053	6.96033006210999	7.02699273860468	6.4195885782535
ENSG00000172046	5.506088063017	5.52336358344325	5.31535134358129
ENSG00000172037	9.21718761883488	8.53583333387363	8.75069529515893
ENSG00000177352	4.31148946674016	4.22536961787271	4.05370640094871
ENSG00000185909	2.62228037796549	3.16225950105867	3.38874055961959
ENSG00000114316	4.32576034974746	4.31037864389765	4.50707497546759
ENSG00000233276	6.85260089508871	7.19878607205065	6.53963114376165
ENSG00000067560	8.4305117275563	8.34088644321323	8.96685739298688
ENSG00000145022	5.68086157109641	3.70950356432714	4.90086608043655
ENSG00000173402	7.50698507594582	7.45464053442428	7.45865486568138
ENSG00000164062	6.33956820885568	6.33744169807009	5.73903602078265
ENSG00000164068	4.75523082316731	5.07572541693132	4.60035754582167
ENSG00000173540	4.89063720711611	4.73943498853979	4.55786907248189
ENSG00000176095	5.66585522281434	5.72244440535706	5.62104984159796
ENSG00000164077	3.59955605514212	3.31533764390967	3.67237125569607
ENSG00000004534	5.44815463821193	5.32566238448722	5.20083359781904
ENSG00000003756	5.53862634943827	5.65527140125468	5.44505998018188
ENSG00000114353	8.01306692865999	6.86254223749827	7.82814607035533
ENSG00000012171	4.24587101832097	2.06878725408799	2.28723209414244
ENSG00000214706	5.06020867359829	4.64142785774592	4.8794597393746
ENSG00000186792	3.21179590354868	2.42115206754404	3.2512334644849
ENSG00000068001	5.46347522652967	5.1389813782782	5.03705355452953
ENSG00000114383	5.29512560901578	5.34366882656468	5.37905326060633
ENSG00000068028	5.56545604877245	5.05973157357492	5.94166008144234
ENSG00000114388	4.65117431253639	4.14919269828509	4.18000398814192
ENSG00000114395	4.27210195366438	3.69538777016299	3.32285962524311
ENSG00000126062	5.84475073831084	5.59154783299829	5.70965254238743
ENSG00000088543	2.41132940336175	3.02194955438739	3.07539158582791
ENSG00000114735	4.335487489926	4.42289035707256	4.06490622434695
ENSG00000114738	4.0881560958705	4.39795228494502	3.43870412691988
ENSG00000145050	6.31702824003783	6.55079232202786	6.06649346157941
ENSG00000259956	6.11522204922434	5.95001952254692	5.95933108519977
ENSG00000145041	4.38193688382701	4.41794990487755	4.69099107049466
ENSG00000164080	4.60630374421811	4.40872609188134	4.522716446538
ENSG00000164081	5.24607205252072	5.24650680433361	4.72213197046987
ENSG00000114767	4.38525628556204	3.88740180597031	4.08100223754919
ENSG00000041880	3.38446177821296	2.29945973012696	2.61893927769506
ENSG00000090097	4.68217136847051	3.88474452019294	4.42920911097123
ENSG00000114779	4.81656323763996	4.51400297223507	3.52238702875243
ENSG00000248487	2.58058546830694	2.92591570657818	1.33210421090999
ENSG00000162244	6.98947926757967	7.16465717162311	7.10849862570344
ENSG00000164086	5.2082851307114	4.39744446711913	5.37610267095267
ENSG00000023330	5.62421147419884	6.04490052007285	5.99929263830442
ENSG00000247596	5.14398488713111	4.9632029840611	5.63683140882711
ENSG00000164088	3.90853447424901	4.24980001154857	4.3170421557671
ENSG00000164091	6.37973619733849	6.21257396435478	6.45140296414173
ENSG00000163930	5.88068275353604	5.92775458319042	5.94760645923465
ENSG00000114854	2.00678847105255	3.18910667195229	-1.7972819407834
ENSG00000010322	6.83864368647832	6.99216763437346	6.11094023226744
ENSG00000168268	8.81529015117174	8.51038548945871	8.49486887915041
ENSG00000168273	2.77496381647438	3.00299142364538	3.24003206850934
ENSG00000163939	5.78182476536343	5.75779510910541	5.84244081567496
ENSG00000163938	6.30302976635449	6.10184400165543	6.21419459789636
ENSG00000016864	6.6322909362496	6.30111016133062	6.21933651034965
ENSG00000114902	6.53448617864445	6.53817453521795	6.33281322222712
ENSG00000114904	3.32841721800516	3.62281103184341	3.67928478508157
ENSG00000163933	3.98205010972554	4.02284098172497	3.86363178777582
ENSG00000163932	1.60116817833975	2.11277809807948	3.89272729903167
ENSG00000163931	7.59169541184797	8.2840374488754	7.42245107800097
ENSG00000272886	4.84090019450855	4.64820434585392	5.07790226452386
ENSG00000113812	4.61983152624885	4.71308678144962	4.71843178999227
ENSG00000113811	5.12144722574322	5.48700373482573	5.60326035377845
ENSG00000114251	4.21332980099594	3.72344986621529	4.98157845107533
ENSG00000180376	3.11184005617868	3.03360587676939	3.25806212787679
ENSG00000163946	5.76407070015896	5.83355655504379	5.71716317736932
ENSG00000163947	6.02480765836017	5.57231740660578	8.13342134788764
ENSG00000157500	4.0661667870214	3.92720531238921	4.51810691804765
ENSG00000174840	4.37960611646173	4.84617274266377	4.90877791909586
ENSG00000168374	9.69641474828107	9.47026608798455	9.39266637928565
ENSG00000174839	3.38657295461698	3.30375623956875	3.39355973401564
ENSG00000163681	5.70640071711444	5.78320189636483	5.99236583950344
ENSG00000136068	6.90807276808312	7.31647429490915	8.94848394192646
ENSG00000163686	2.72573702142334	3.16656261412933	2.71860781404699
ENSG00000163684	4.05085797034674	3.87082440671348	3.98220994086242
ENSG00000168297	4.29181915205563	4.73886796905038	4.11868365490415
ENSG00000168291	5.94682139108169	6.26308310771582	5.79551033279061
ENSG00000168301	3.26714967270766	3.13193139162789	3.20593343303835
ENSG00000144724	5.61656197301297	6.24754995446781	6.05713896114354
ENSG00000163634	4.47037084310973	4.69298816343941	4.65965025490237
ENSG00000163636	5.86915987513751	5.83280806770378	6.21782257128337
ENSG00000163637	6.31463092778006	6.21665900207603	5.65982345065516
ENSG00000163638	6.28795869884498	5.79181678917032	5.74709359491465
ENSG00000151276	6.20491328232583	5.91189680309083	5.69253762654911
ENSG00000144741	3.17376269566888	3.61382424896454	3.63808630227898
ENSG00000144749	5.63540870853032	4.65483500327664	4.94123217753795
ENSG00000172340	4.28969968359748	5.398177171315	3.8548892264931
ENSG00000163378	4.97908819053809	4.95085567919271	4.94582868591488
ENSG00000144747	6.22346005424679	6.1470116675385	6.42956819967257
ENSG00000144744	5.38076890207747	5.48661473499924	5.64780438302807
ENSG00000144746	6.51956689919244	6.84828757414657	7.24744744069381
ENSG00000187098	1.71243046699656	2.73430270503518	1.46638834235988
ENSG00000114861	4.23592648550146	3.97291315267529	4.629385132537
ENSG00000163602	5.78484869486934	6.1650621543429	6.17282079192946
ENSG00000144736	4.46217779267852	4.26663579248507	4.42716381211857
ENSG00000172986	5.10962877526462	4.62435154808932	3.01074620914385
ENSG00000163605	5.87020619281701	6.00640847575839	5.97660728606172
ENSG00000121440	8.45273013904417	8.11588188111687	6.04611816606253
ENSG00000278934	3.49072859331713	2.670687429541	0.843700850734738
ENSG00000244026	2.20607578209798	2.32228383671796	2.46958840513658
ENSG00000169855	6.03579090657015	5.71536748854507	5.30640887293488
ENSG00000114480	5.35383463989319	6.22765849020536	6.16879108153549
ENSG00000206538	7.28374465770549	7.5562581040504	7.74533868646676
ENSG00000083937	5.93102116262193	6.16124124537144	5.86534434822482
ENSG00000163320	6.43010992624395	6.6770928992113	6.6728411928739
ENSG00000175105	4.11398229089518	4.56520905645007	4.7375658056498
ENSG00000179021	4.71086602720244	4.88899864972544	4.94527074210421
ENSG00000184500	2.90001114049893	5.25944790674773	2.98368302231192
ENSG00000169379	2.39707979117549	2.99998168389442	3.01493508954461
ENSG00000178700	3.45458509397307	3.01756579734512	2.59980794287356
ENSG00000178694	2.8601299984114	2.58620146794494	2.70964314165701
ENSG00000113966	3.33623183968837	3.68224101420726	3.48563521595601
ENSG00000080200	4.56176410318249	3.9902947709807	4.20584273678445
ENSG00000170854	4.45839266186851	4.03039608248519	3.78634141338789
ENSG00000080822	5.40937757524292	5.54496209157101	5.60501737028116
ENSG00000080819	4.58282777102473	4.75889967172846	5.40274985159474
ENSG00000064225	3.3907047211596	3.93792318879252	4.0723288393142
ENSG00000057019	6.71977953168364	6.97400009475814	8.79669173594438
ENSG00000144810	6.37353881185069	7.64658678624123	3.0419546844849
ENSG00000184220	1.87759751820869	2.4206336366506	2.87063477407107
ENSG00000168386	8.00308712446222	7.51021596873926	6.74647191252826
ENSG00000036054	6.50710757252291	5.99818036045696	6.49724778700751
ENSG00000114021	5.11849738926881	4.90552218503163	4.87551485048006
ENSG00000154174	6.4732621643186	6.07547056599872	6.61250807314037
ENSG00000181458	7.05554308691633	6.64664962800853	6.17055734469884
ENSG00000114354	7.39181041861498	7.68829553681436	7.70020508083984
ENSG00000154175	0.416651964937634	6.51464703927271	1.43923201399355
ENSG00000138468	2.57132116065298	3.10313029285094	3.31902613077186
ENSG00000174173	4.15821901226721	4.34707067609127	4.93481065907042
ENSG00000081154	6.32826588872176	6.57688301452102	6.6620294345295
ENSG00000066422	4.92857600772587	5.03067395046173	5.35011301077977
ENSG00000114391	7.27138905563324	7.61677693076776	7.6020391117405
ENSG00000182504	4.08800270337719	4.14837294566921	4.23028141817062
ENSG00000144815	6.13454565877011	5.93220584948654	5.44802435225019
ENSG00000144802	4.30794341286058	4.79516088675272	4.84698093119877
ENSG00000170017	9.1355679099835	9.84095860843348	9.23642682486951
ENSG00000114423	4.39222724593436	4.4514073172751	5.96136028196118
ENSG00000243701	4.19745860053364	4.5377564196281	3.21659730499669
ENSG00000114439	6.72200187124407	7.02742820483485	6.49795352973298
ENSG00000196776	6.67710580545604	6.25550793418703	6.56254016392488
ENSG00000114446	4.38853643619731	4.47487791074682	4.11196171534703
ENSG00000198919	4.28292603918035	3.51245949173622	2.98759405150012
ENSG00000121570	1.67020140371367	3.50199721348814	1.51044538021232
ENSG00000206532	3.19102727370679	2.49453521572328	3.69642221849908
ENSG00000177707	4.65553504594503	4.50602376351265	5.39582651570872
ENSG00000144824	5.88766535752664	5.79193798127022	6.01252530269078
ENSG00000144827	5.13092468234507	4.33129902230374	4.61710677125331
ENSG00000114529	3.72087343970824	3.5669351158668	5.12275890727242
ENSG00000091972	3.88480335118962	2.98400045884244	1.88488605230338
ENSG00000144848	5.31673006036949	5.48028867088711	5.4256145116987
ENSG00000138459	5.14037408523745	5.36030786811812	4.81092405466194
ENSG00000091986	7.83385022626288	8.16318261986461	7.42649982553907
ENSG00000163607	3.53834617322752	3.6270944616167	3.92339644828121
ENSG00000163608	4.63184917373459	4.74258957797106	5.06667915017778
ENSG00000144857	5.87506102405552	6.48440905715783	5.40666085441041
ENSG00000206530	4.36965184625058	3.59937445977626	2.53590538557338
ENSG00000163611	4.36530610482606	3.73433276365638	3.64020695746925
ENSG00000176542	4.02203795056376	3.92059909160978	4.08344471705617
ENSG00000121579	6.39159386396302	6.8092511927184	6.92566747311025
ENSG00000114573	6.85702660991653	7.8003140234698	6.60085541513021
ENSG00000151576	3.66241389277811	3.57242164847945	4.06128007144015
ENSG00000181722	2.06751231864971	2.61825321843075	1.37902129384736
ENSG00000185565	3.99087635563835	4.27420442153216	-0.629254833074952
ENSG00000121578	5.81797362531554	5.89117285741874	5.4798537793608
ENSG00000031081	4.88726242611697	5.44599138909387	6.0039880016597
ENSG00000176142	5.86033812451209	6.39351985174635	5.86469835991841
ENSG00000163389	4.9907079216235	5.14905478284499	4.96567837185906
ENSG00000113845	6.13897620736753	6.25400156256009	5.94466734917831
ENSG00000121577	1.27395475659063	2.99858239351118	-0.589410618083358
ENSG00000138495	2.91187031029861	3.51099109286861	3.58891270374955
ENSG00000082701	6.54594778931652	6.82072105489311	6.64969886276612
ENSG00000163428	5.58319163364571	5.92944914133778	5.40537302447562
ENSG00000163430	11.3898478484693	11.0689334176435	10.7443973050738
ENSG00000065518	6.03087875709446	5.80593670823877	6.11625255498246
ENSG00000113924	2.63170044367796	2.24128157752657	2.88618006785654
ENSG00000144840	4.81692418531116	4.99138664078892	4.91185232863338
ENSG00000153767	4.88870158360701	4.39706964214435	4.60559110092307
ENSG00000145087	3.31335810793583	3.42230647921625	0.855965704700179
ENSG00000173230	7.84025858351581	7.78619764538232	7.54841903117643
ENSG00000173226	3.74345515217793	3.53614502202986	3.62505170177846
ENSG00000114023	4.35748622176502	4.77716955355555	4.1549838308162
ENSG00000196981	3.71789875279882	3.54232323054139	3.40566161017242
ENSG00000114030	5.77769354697401	5.62019145710164	6.03388203577185
ENSG00000138496	2.4386224037603	2.92039806203844	1.56905940206877
ENSG00000163840	2.92386979061018	3.12216746525248	2.75080141941684
ENSG00000173193	3.87632600691816	4.37035694742923	4.01736699545782
ENSG00000169087	2.48464311549205	3.1872599821502	2.26073710324622
ENSG00000138463	3.9705139361704	4.33281040422483	4.27279999788039
ENSG00000273033	2.45424942185204	2.87955918651488	2.43877513104723
ENSG00000065485	6.48935031300377	6.08529863439186	6.06284393215734
ENSG00000121542	3.95162622167552	3.84629539376414	3.864543549098
ENSG00000206527	7.22889804269442	6.81076709001117	6.78729048593926
ENSG00000065534	5.63990422554174	6.02756473164891	4.03968959151078
ENSG00000175455	4.80022406034376	4.23864549144757	4.42022010817948
ENSG00000160145	3.33038206498976	3.74291943650403	2.80243231289784
ENSG00000114491	4.73462699347724	4.82712997034412	4.98362868259696
ENSG00000082781	9.85386852597554	9.05725868508455	9.39791390283137
ENSG00000173706	7.93467099455302	8.08364960854493	8.02666952641
ENSG00000221955	5.05030207767012	6.07819656467541	5.87469959675083
ENSG00000163848	5.07519034804236	5.39708885779827	5.56201812557521
ENSG00000114520	4.84307616175824	5.10966833260008	5.1303181068992
ENSG00000144909	4.67455214533881	5.13738626534696	4.79143333087087
ENSG00000114544	5.25248793039558	5.24997538470437	5.07744243137372
ENSG00000163884	0.30581549241038	3.6180354772267	0.464717999726062
ENSG00000070476	4.02571275108097	3.68684767568242	4.24622914385535
ENSG00000197763	3.59028131200761	2.84964153075971	3.04852275201787
ENSG00000159685	2.9724647878264	2.80199099437072	2.50016304613135
ENSG00000114554	8.22540800941526	7.53885474345484	8.10427630360817
ENSG00000163870	5.51267982986939	5.3965621284044	5.17053278373398
ENSG00000073111	3.09551888850113	3.06193665408214	2.88393958659017
ENSG00000114626	4.22369334173939	3.50005299093137	3.56555043595238
ENSG00000074416	4.86347076103715	4.60781583230762	5.47024614613134
ENSG00000058262	9.55204241934072	9.11415324763897	9.17380575633929
ENSG00000175792	5.01334506472086	4.63116942424218	4.83339765312389
ENSG00000132394	3.34624991677042	3.14939432660075	2.87914805884825
ENSG00000179348	3.09992157312342	0.314929967026465	2.30077630913821
ENSG00000163902	9.14985113400543	8.92037992832269	8.82484180793013
ENSG00000075785	7.87178727087757	8.37515207288925	8.30536917816817
ENSG00000177646	4.93204382987461	4.73085758339576	4.28516601097788
ENSG00000240682	3.23001860137518	3.08836883422842	3.02000401498324
ENSG00000169714	7.21174559948276	7.49638766265035	7.22143223326223
ENSG00000181789	7.86345887165854	7.68094218130997	7.48648987029339
ENSG00000183624	3.58705305575863	4.67032001625842	3.88390974369152
ENSG00000184897	3.7320532545567	4.38625563779307	4.84673299295885
ENSG00000129071	5.03846299952155	5.00559589780985	5.12822934375239
ENSG00000163913	3.84356113339615	3.5534161206678	3.31024668902428
ENSG00000004399	6.29191004784858	6.52312841578515	7.20424824727473
ENSG00000172765	4.98537868265447	4.93010490500754	4.48636986942459
ENSG00000196455	4.49504562283694	4.63848961405335	4.55632374843476
ENSG00000017260	7.22180945718488	7.28627898393461	7.50868032755335
ENSG00000034533	2.35202270309595	1.95307499749016	2.7602008274274
ENSG00000198585	4.69709923823324	4.90000970705474	5.52394897812365
ENSG00000114686	6.20468003932096	6.00652189536946	5.94869854729411
ENSG00000138246	6.23332048443504	6.90621810963059	6.805021107755
ENSG00000081307	5.30879780126308	4.82654583638159	5.12384759612722
ENSG00000113971	2.93022807797777	2.25368827328858	3.10953660119358
ENSG00000091527	7.97088567762172	7.77329718367841	8.7344218730291
ENSG00000163781	4.69932648334173	4.45026923508537	4.5611982090359
ENSG00000144867	7.79887921828257	7.53026489531468	7.51065474325969
ENSG00000154917	2.89114291844099	2.75311749611299	2.6643015427741
ENSG00000174640	0.417572046046228	0.57370385681738	6.43105188539535
ENSG00000163785	6.60525905500778	6.55148137099943	6.1885873665256
ENSG00000114019	7.36016801957439	6.99340726149081	7.3339982889823
ENSG00000129055	6.49629324114048	6.18199610396573	5.02002868754506
ENSG00000182923	4.68816592517426	4.74225704807266	4.65781878486378
ENSG00000073711	4.22829718337546	3.6388286453328	4.16259148233672
ENSG00000174579	4.04990377917847	3.90461814150297	3.7064658009136
ENSG00000114054	4.37903322297803	4.34965673385846	3.83979475366516
ENSG00000118007	5.38719522640655	5.42545419713681	5.57120379304063
ENSG00000158092	5.28071677190422	5.78668943357774	5.18793789939485
ENSG00000174564	2.99505827318218	3.15228401130894	3.3257532454833
ENSG00000158163	2.67875413130169	3.04661726294771	3.33909741424657
ENSG00000138231	3.76565776507135	3.69518291311547	3.93831349011725
ENSG00000114098	6.42703430817554	6.35704778761358	6.1387255516515
ENSG00000158186	7.2185210063991	6.62970817954754	8.11416428341199
ENSG00000114107	2.52401024324318	2.97429237164025	0.966352079189097
ENSG00000051382	3.8830344305911	3.7094906866583	4.05116439778854
ENSG00000183770	2.6499463304056	-0.52613384559701	3.26626675197138
ENSG00000175110	4.77810742462812	4.67814108023951	4.93708722767615
ENSG00000184432	8.78734580624298	8.48404567220855	8.48113648145774
ENSG00000114115	3.7314488152469	1.53799666752005	0.368570428276739
ENSG00000158258	7.21765320200578	8.04514699697114	4.26748945878966
ENSG00000114120	4.48438288494355	5.18939309711423	5.22589599132202
ENSG00000155893	3.29653627712396	4.16726868368654	4.06310559295952
ENSG00000177311	5.77869956360596	5.97947803161926	7.41215370075577
ENSG00000155903	3.19040920295745	3.04143368771495	4.77040744229078
ENSG00000114125	6.45194504195668	6.51647399873634	6.77058897494907
ENSG00000069849	6.85089480575985	7.42312660586557	7.54122879959312
ENSG00000114126	4.6370861276701	5.45575045090989	4.02093730014632
ENSG00000175066	3.9970275309934	4.35045477878927	4.07480690183129
ENSG00000114127	5.34404416220436	5.35472257586606	5.18060165444759
ENSG00000175054	4.93547488983613	4.75613454911108	4.77021491297632
ENSG00000144935	2.24180291793489	1.99156678497892	2.89048198851135
ENSG00000163710	4.62907754503602	3.3041408970413	5.76373163870012
ENSG00000163714	5.47101509753592	5.72507726022167	6.03494327068697
ENSG00000175040	5.14545171713728	5.16909348470523	6.91457054714617
ENSG00000181744	4.7581146486167	5.18306962003598	4.20395607580911
ENSG00000152952	10.3523936379892	9.68340767519556	10.0962512074086
ENSG00000114698	2.138189031324	3.99316992669436	0.681574914170063
ENSG00000188313	2.91218541405589	3.14123116115048	3.27360479816076
ENSG00000152977	3.19915444508183	-6.12781697643242	2.48702376903578
ENSG00000163754	4.75776417446809	5.12686864937947	4.68347743344494
ENSG00000071794	4.61842822863244	5.08478711710671	4.20815016494729
ENSG00000163755	3.67577438303575	4.57564215119414	4.17869721424745
ENSG00000169908	2.4333807248797	1.84230778268376	3.61499567056097
ENSG00000018408	6.96721119922784	7.3668162156037	7.38867712241816
ENSG00000114744	5.6262500783389	5.79924313092378	5.60019684610478
ENSG00000082996	4.64039413822537	5.27691628967892	4.61060673539192
ENSG00000070087	8.05489898143582	7.34304350487596	7.33070149116671
ENSG00000196428	5.41739795880664	5.05037738964937	5.6665557888195
ENSG00000120742	8.5102968697918	8.17591766392062	8.31702131103575
ENSG00000144895	5.51053187508815	5.97530220731244	5.9684460767602
ENSG00000198843	6.52644016133614	6.41000485018221	6.70764252333513
ENSG00000181788	4.81044027279269	4.77535381014874	5.11565711847479
ENSG00000152601	6.95083309227559	7.08646585820458	7.57748949995254
ENSG00000181467	4.46665002677601	4.68118584816368	4.94731787489298
ENSG00000114790	3.3048900664944	4.92500368178942	1.34395321766299
ENSG00000174953	5.67790801312841	5.91625999633409	5.86481700428696
ENSG00000196549	8.74426476015643	10.0782933334718	9.09817793492341
ENSG00000169359	4.07074644200721	3.71907660937187	4.41949351613473
ENSG00000163655	5.35849500037409	5.50407372236029	5.47634773965074
ENSG00000114850	9.13751514975758	8.86832377322485	9.75561088767837
ENSG00000163659	4.90156502829949	5.32599125103918	6.80361134436773
ENSG00000163660	4.71669317457881	4.73951967597185	5.23852002959207
ENSG00000197415	4.13039317009394	3.08671912520106	1.24146210225811
ENSG00000163661	0.579857202523615	3.89911366802049	1.35945910661146
ENSG00000168779	3.92849851106739	2.97832588197865	-1.20158972227031
ENSG00000174891	3.32715081589656	3.56631869769372	2.77566900902228
ENSG00000178053	1.33322379738374	2.75735089631191	1.73550949233289
ENSG00000168827	5.40845642759333	5.2842249707803	5.4815590525
ENSG00000079257	3.09354655277453	3.85007266630819	4.14680845966139
ENSG00000118855	7.54740632417205	6.91700599208055	7.00399849254787
ENSG00000283154	3.22952787300614	2.71766831918558	3.85893365626491
ENSG00000068885	3.78243748938119	4.43877750729079	3.8979487944511
ENSG00000113810	4.30304765431026	4.79260606679712	4.62879360091765
ENSG00000213186	2.0501919037363	2.5697038718189	2.88771081292339
ENSG00000186432	6.57422906755004	6.69299997468536	7.45546519112397
ENSG00000229320	1.96831724725437	2.53488573875373	1.88956954936489
ENSG00000169251	6.30263621466863	5.95255824816087	6.13932537364447
ENSG00000114209	4.69095708005449	5.06031991115497	5.59368356431402
ENSG00000163536	2.91433164382894	3.00885130812763	5.05531756967843
ENSG00000173905	6.96073934675624	6.63988977226356	7.21430535742457
ENSG00000085276	3.08367732710578	0.337223115949407	3.22774410429681
ENSG00000085274	3.93604612741199	3.91383598525588	4.07495410295066
ENSG00000008952	7.55202258241215	7.66151822543466	7.5236509948072
ENSG00000173889	4.94031488297878	5.03905283813945	5.12713039560871
ENSG00000163558	6.0210864606796	6.01172802118996	6.63974177677797
ENSG00000136603	6.71568676439004	7.03467746175355	7.4451368886323
ENSG00000163584	5.99121448875505	5.12755598805776	5.72503840068047
ENSG00000163577	4.40222413364977	4.50415209827094	5.45405545754716
ENSG00000154310	3.61241289985036	3.44616587936575	4.55527022300053
ENSG00000075651	3.60863203497974	3.61920887516765	3.57674622101275
ENSG00000075420	8.69273435697557	8.40141617462556	8.8373034274839
ENSG00000144959	3.38721385727624	2.6818712526295	4.00078048237723
ENSG00000114346	4.03142696939773	3.84479411816227	4.47520624364699
ENSG00000177565	6.33451245804259	6.32588314366872	6.35047443690624
ENSG00000172667	8.22656375124408	8.12806271891941	7.81974917712281
ENSG00000121879	5.09572828706149	5.33394999493915	5.49997361506121
ENSG00000121864	4.83275031923869	4.87679321704842	4.5041037362956
ENSG00000171109	5.29195250723971	5.42373515953677	6.00148832158064
ENSG00000114450	5.57215024645798	5.27939707942862	5.82975207731832
ENSG00000136518	5.07321972079802	5.10566694669359	5.15268277749967
ENSG00000136522	4.93191087095942	4.99293186375148	5.31323249218159
ENSG00000136521	5.78050821297041	6.09345506461655	6.00470576192079
ENSG00000058056	3.03013025085687	2.99073961041417	2.64085986214998
ENSG00000163728	4.86366209728988	4.92964499125541	4.8295392603436
ENSG00000114416	6.37221995338943	6.65215266180025	6.75565032018225
ENSG00000205981	3.19077389334418	3.64468883906264	3.201323699372
ENSG00000058063	5.51725305836475	5.72948880668557	6.46299101940746
ENSG00000043093	4.60640415397858	5.13462979042789	4.98450548273477
ENSG00000078070	3.44454618422626	3.86321723983757	3.04901732967245
ENSG00000176597	3.5322279261264	3.02204148514065	5.1706509374985
ENSG00000240024	4.37803758350459	3.96751596958878	3.53267989339036
ENSG00000114796	6.30560185381518	6.80096548031166	5.84914148965345
ENSG00000163872	5.81221419897181	5.76329641327658	5.36772791133845
ENSG00000175193	2.45544886945517	2.12214526182244	2.3183734827272
ENSG00000114770	6.60259464261091	6.91708625790801	5.85591630080512
ENSG00000145191	4.82797917613619	4.65562600698716	4.81426234823332
ENSG00000161202	7.27999736431723	7.23829613399532	7.06511162992736
ENSG00000161203	9.21927326417374	9.04576430947377	8.88923229511729
ENSG00000161204	5.65090365219519	5.35162181147042	5.34764745694917
ENSG00000214160	6.01856002430351	5.7476837589426	5.71419472697751
ENSG00000284753	2.77537646724008	2.67885214046844	2.72150035978888
ENSG00000175166	8.06345340761163	7.65229200844962	8.51894629139862
ENSG00000114867	9.11035004673973	8.83735522515726	8.78988019221925
ENSG00000175182	3.38427514970344	3.53164915282017	3.66040448136713
ENSG00000163882	4.81750820074095	4.83094888984225	5.00468285421671
ENSG00000182580	4.82762617900255	3.55729242937697	3.23368846295551
ENSG00000177383	5.6020825577453	5.29941517630039	4.86449913339641
ENSG00000156931	4.94122197785398	5.15787414053743	5.02482028039372
ENSG00000187068	-0.894441763084581	4.78119108144582	1.05955355293463
ENSG00000073803	2.61105264329807	3.63764043060899	4.04085820713353
ENSG00000163900	4.1815444202075	4.19704543376069	4.69528504333752
ENSG00000163904	5.91858071660346	6.08139884451632	5.70955681533939
ENSG00000073792	5.52856255159572	5.62014664414247	6.57818523367769
ENSG00000136527	6.09846056615697	6.20534061256449	6.26274026312302
ENSG00000244405	5.62212871654654	5.73865940425845	6.45421703647625
ENSG00000113838	3.89791104363397	3.78676790052318	3.73091528782492
ENSG00000090520	6.36194097190632	6.01155644647804	6.06794500328063
ENSG00000156976	8.27892937922354	8.00331320170758	7.96710806330238
ENSG00000163918	3.07755359176653	2.83583177060853	2.91047378531881
ENSG00000073849	5.33451763924105	4.71635776777829	4.3509922374605
ENSG00000127241	4.36684440447309	4.94388415801614	4.82018742054098
ENSG00000113916	5.12115634011082	5.14364799931446	5.84202764849624
ENSG00000145012	6.69274005894727	6.61836216013792	7.03920361883577
ENSG00000090530	2.91803633478017	3.28329912740183	2.38638970461499
